rqie ,millisec_mid,trade_size,trade_price
20070620,35288000,100,39.27999878
20070620,35295000,100,39.27999878
20070620,35295000,400,39.29000092
20070620,35296000,500,39.29000092
20070620,35303000,100,39.27000046
20070620,35310000,100,39.29000092
20070620,35311000,100,39.29999924
20070620,35315000,300,39.27000046
20070620,35323000,100,39.27000046
20070620,35327000,700,39.29000092
20070620,35327000,200,39.29000092
20070620,35327000,200,39.29999924
20070620,35327000,100,39.29999924
20070620,35327000,100,39.29999924
20070620,35328000,400,39.29999924
20070620,35328000,100,39.29000092
20070620,35328000,100,39.29999924
20070620,35329000,100,39.29000092
20070620,35333000,100,39.29000092
20070620,35333000,300,39.29000092
20070620,35348000,100,39.29000092
20070620,35348000,100,39.29000092
20070620,35349000,100,39.29000092
20070620,35349000,2800,39.29000092
20070620,35350000,100,39.27000046
20070620,35353000,100,39.27000046
20070620,35353000,100,39.27000046
20070620,35353000,200,39.27000046
20070620,35362000,100,39.25
20070620,35362000,100,39.25
20070620,35374000,100,39.22999954
20070620,35391000,100,39.20999908
20070620,35392000,300,39.22000122
20070620,35397000,500,39.20999908
20070620,35404000,500,39.20000076
20070620,35404000,100,39.20999908
20070620,35405000,200,39.20999908
20070620,35411000,100,39.22999954
20070620,35412000,200,39.22999954
20070620,35412000,100,39.22000122
20070620,35418000,100,39.20999908
20070620,35418000,400,39.22000122
20070620,35426000,100,39.20999908
20070620,35426000,100,39.20999908
20070620,35427000,500,39.22000122
20070620,35428000,200,39.22000122
20070620,35434000,200,39.22999954
20070620,35439000,100,39.24000168
20070620,35439000,100,39.24000168
20070620,35441000,100,39.24000168
20070620,35441000,500,39.22999954
20070620,35445000,700,39.22999954
20070620,35451000,200,39.24000168
20070620,35452000,1000,39.24000168
20070620,35453000,200,39.24000168
20070620,35453000,100,39.24000168
20070620,35454000,100,39.24000168
20070620,35461000,100,39.24000168
20070620,35471000,500,39.22999954
20070620,35488000,500,39.22999954
20070620,35492000,100,39.22999954
20070620,35494000,500,39.22999954
20070620,35494000,100,39.22999954
20070620,35494000,100,39.22999954
20070620,35494000,100,39.22999954
20070620,35494000,100,39.22999954
20070620,35495000,100,39.22999954
20070620,35505000,400,39.22000122
20070620,35512000,1100,39.22000122
20070620,35515000,100,39.22000122
20070620,35517000,200,39.22000122
20070620,35525000,400,39.22000122
20070620,35525000,200,39.22000122
20070620,35525000,600,39.22000122
20070620,35525000,400,39.22000122
20070620,35525000,100,39.22000122
20070620,35527000,100,39.22000122
20070620,35531000,500,39.20000076
20070620,35531000,500,39.20000076
20070620,35534000,100,39.20000076
20070620,35535000,100,39.20000076
20070620,35535000,100,39.20000076
20070620,35535000,500,39.18999863
20070620,35536000,200,39.18399811
20070620,35537000,100,39.20000076
20070620,35539000,500,39.18999863
20070620,35539000,500,39.18999863
20070620,35539000,100,39.18000031
20070620,35539000,100,39.18000031
20070620,35540000,300,39.18000031
20070620,35540000,400,39.18000031
20070620,35547000,500,39.16999817
20070620,35547000,100,39.15999985
20070620,35547000,500,39.16999817
20070620,35547000,300,39.16999817
20070620,35548000,100,39.15999985
20070620,35554000,1000,39.18000031
20070620,35557000,200,39.18000031
20070620,35558000,500,39.18000031
20070620,35558000,1600,39.18000031
20070620,35558000,400,39.18000031
20070620,35558000,1900,39.18000031
20070620,35558000,100,39.18999863
20070620,35559000,500,39.18999863
20070620,35559000,400,39.18999863
20070620,35559000,200,39.18999863
20070620,35560000,400,39.20000076
20070620,35561000,100,39.18999863
20070620,35561000,100,39.20000076
20070620,35563000,100,39.20999908
20070620,35563000,300,39.20999908
20070620,35564000,100,39.20999908
20070620,35564000,100,39.20999908
20070620,35564000,400,39.20999908
20070620,35565000,1200,39.20999908
20070620,35565000,200,39.20999908
20070620,35565000,100,39.20999908
20070620,35565000,100,39.20999908
20070620,35568000,100,39.22000122
20070620,35577000,200,39.22999954
20070620,35579000,100,39.22000122
20070620,35592000,100,39.22000122
20070620,35592000,100,39.22000122
20070620,35592000,100,39.22000122
20070620,35592000,100,39.22000122
20070620,35592000,300,39.22999954
20070620,35592000,100,39.22999954
20070620,35594000,100,39.24000168
20070620,35594000,100,39.24000168
20070620,35595000,100,39.24000168
20070620,35595000,100,39.24000168
20070620,35595000,100,39.24000168
20070620,35595000,200,39.22999954
20070620,35604000,200,39.22999954
20070620,35611000,200,39.24000168
20070620,35611000,100,39.22999954
20070620,35611000,100,39.24000168
20070620,35611000,100,39.25
20070620,35611000,100,39.25
20070620,35625000,100,39.27000046
20070620,35626000,100,39.26200104
20070620,35648000,100,39.27000046
20070620,35648000,200,39.27999878
20070620,35649000,200,39.27999878
20070620,35655000,200,39.27000046
20070620,35656000,500,39.27000046
20070620,35666000,100,39.27000046
20070620,35668000,300,39.27999878
20070620,35672000,500,39.27000046
20070620,35678000,800,39.27000046
20070620,35680000,200,39.27000046
20070620,35695000,200,39.27999878
20070620,35702000,100,39.29000092
20070620,35703000,700,39.27999878
20070620,35706000,100,39.27000046
20070620,35706000,300,39.27999878
20070620,35714000,100,39.27999878
20070620,35714000,100,39.27999878
20070620,35715000,300,39.27000046
20070620,35715000,100,39.27099991
20070620,35717000,100,39.27999878
20070620,35732000,100,39.25999832
20070620,35733000,100,39.25999832
20070620,35734000,800,39.25999832
20070620,35736000,100,39.25999832
20070620,35736000,200,39.25999832
20070620,35738000,100,39.25999832
20070620,35739000,100,39.25999832
20070620,35739000,100,39.25999832
20070620,35761000,600,39.2582016
20070620,35764000,100,39.25
20070620,35764000,100,39.25
20070620,35771000,2100,39.25999832
20070620,35773000,500,39.27000046
20070620,35774000,100,39.25
20070620,35774000,200,39.25
20070620,35777000,500,39.27000046
20070620,35779000,100,39.27000046
20070620,35791000,100,39.25
20070620,35810000,500,39.27000046
20070620,35810000,300,39.27000046
20070620,35811000,100,39.27000046
20070620,35811000,100,39.29000092
20070620,35811000,100,39.27000046
20070620,35811000,100,39.27000046
20070620,35812000,100,39.27000046
20070620,35812000,200,39.27000046
20070620,35812000,100,39.27000046
20070620,35816000,100,39.25
20070620,35816000,100,39.25
20070620,35850000,200,39.27000046
20070620,35868000,100,39.25400162
20070620,35883000,100,39.25999832
20070620,35885000,200,39.25999832
20070620,35887000,800,39.25999832
20070620,35887000,300,39.25
20070620,35889000,100,39.25999832
20070620,35889000,100,39.25999832
20070620,35892000,100,39.25
20070620,35892000,200,39.25
20070620,35894000,100,39.27000046
20070620,35919000,300,39.25
20070620,35928000,900,39.25
20070620,35932000,100,39.25
20070620,35934000,900,39.25
20070620,35935000,100,39.25
20070620,35938000,100,39.25
20070620,35940000,100,39.25
20070620,35940000,100,39.25
20070620,35944000,300,39.25
20070620,35944000,100,39.25
20070620,35946000,100,39.24000168
20070620,35946000,100,39.24000168
20070620,35949000,100,39.24000168
20070620,35949000,100,39.24000168
20070620,35949000,100,39.22999954
20070620,35950000,100,39.22000122
20070620,35950000,100,39.22000122
20070620,35954000,100,39.22000122
20070620,35957000,100,39.22000122
20070620,35957000,100,39.22000122
20070620,35958000,100,39.22000122
20070620,35958000,100,39.22000122
20070620,35958000,100,39.22999954
20070620,35959000,100,39.20999908
20070620,35961000,100,39.20000076
20070620,35961000,100,39.20000076
20070620,35961000,100,39.20000076
20070620,35961000,500,39.22000122
20070620,35964000,100,39.20000076
20070620,35964000,100,39.20000076
20070620,35964000,300,39.20000076
20070620,35964000,100,39.20000076
20070620,35964000,500,39.20000076
20070620,35964000,100,39.20000076
20070620,35965000,700,39.20000076
20070620,35965000,700,39.21099854
20070620,35971000,300,39.20999908
20070620,35971000,100,39.20999908
20070620,35975000,100,39.20999908
20070620,35985000,100,39.20999908
20070620,35985000,100,39.20999908
20070620,35986000,700,39.20999908
20070620,35987000,100,39.20999908
20070620,35988000,300,39.20999908
20070620,35995000,700,39.20999908
20070620,36013000,200,39.22000122
20070620,36013000,200,39.22000122
20070620,36013000,100,39.22000122
20070620,36013000,200,39.20999908
20070620,36013000,100,39.20999908
20070620,36013000,100,39.20999908
20070620,36014000,200,39.20000076
20070620,36014000,600,39.20000076
20070620,36014000,100,39.20000076
20070620,36014000,200,39.20000076
20070620,36014000,100,39.20000076
20070620,36014000,100,39.20000076
20070620,36014000,1000,39.20000076
20070620,36014000,100,39.20999908
20070620,36014000,100,39.20999908
20070620,36014000,1200,39.22000122
20070620,36016000,200,39.20999908
20070620,36016000,400,39.20000076
20070620,36016000,1000,39.20000076
20070620,36016000,300,39.20000076
20070620,36018000,100,39.15999985
20070620,36018000,100,39.15999985
20070620,36019000,200,39.16999817
20070620,36019000,300,39.18999863
20070620,36019000,400,39.18999863
20070620,36020000,200,39.18999863
20070620,36020000,400,39.18999863
20070620,36021000,100,39.18000031
20070620,36021000,100,39.18000031
20070620,36021000,400,39.18999863
20070620,36021000,100,39.18000031
20070620,36021000,100,39.15999985
20070620,36021000,200,39.15999985
20070620,36021000,300,39.15999985
20070620,36022000,100,39.15000153
20070620,36022000,100,39.15999985
20070620,36022000,300,39.15000153
20070620,36023000,100,39.15000153
20070620,36023000,200,39.15000153
20070620,36026000,100,39.11999893
20070620,36029000,500,39.12459946
20070620,36033000,100,39.08000183
20070620,36033000,100,39.09000015
20070620,36033000,100,39.11000061
20070620,36033000,100,39.06999969
20070620,36034000,100,39.09999847
20070620,36036000,100,39.08000183
20070620,36038000,100,39.09000015
20070620,36038000,200,39.09999847
20070620,36038000,100,39.09999847
20070620,36038000,100,39.09999847
20070620,36039000,4400,39.11000061
20070620,36039000,100,39.11000061
20070620,36039000,100,39.11000061
20070620,36039000,100,39.11000061
20070620,36042000,300,39.09999847
20070620,36043000,100,39.11999893
20070620,36043000,100,39.13000107
20070620,36043000,100,39.11000061
20070620,36044000,200,39.09999847
20070620,36059000,100,39.11999893
20070620,36059000,200,39.11999893
20070620,36059000,100,39.11999893
20070620,36059000,100,39.11999893
20070620,36060000,100,39.11999893
20070620,36060000,200,39.11999893
20070620,36060000,100,39.11999893
20070620,36062000,100,39.11999893
20070620,36063000,100,39.11999893
20070620,36065000,100,39.11999893
20070620,36065000,100,39.11999893
20070620,36068000,100,39.11000061
20070620,36068000,100,39.11000061
20070620,36072000,100,39.11999893
20070620,36072000,100,39.11999893
20070620,36073000,400,39.11000061
20070620,36077000,100,39.11999893
20070620,36078000,100,39.11000061
20070620,36080000,100,39.11000061
20070620,36080000,100,39.11000061
20070620,36080000,200,39.11000061
20070620,36083000,100,39.11000061
20070620,36089000,500,39.11999893
20070620,36089000,600,39.11999893
20070620,36092000,1000,39.11999893
20070620,36092000,1800,39.11000061
20070620,36093000,200,39.13000107
20070620,36095000,100,39.13000107
20070620,36096000,500,39.13000107
20070620,36096000,200,39.13999939
20070620,36098000,100,39.15999985
20070620,36098000,200,39.15999985
20070620,36098000,400,39.15999985
20070620,36098000,300,39.15999985
20070620,36098000,100,39.15000153
20070620,36098000,1800,39.15999985
20070620,36098000,1100,39.15999985
20070620,36129000,100,39.16999817
20070620,36129000,200,39.15999985
20070620,36131000,100,39.15999985
20070620,36131000,100,39.15999985
20070620,36131000,100,39.15999985
20070620,36131000,100,39.16999817
20070620,36131000,100,39.15999985
20070620,36131000,400,39.15999985
20070620,36132000,100,39.15000153
20070620,36133000,100,39.15000153
20070620,36144000,300,39.15999985
20070620,36149000,100,39.16999817
20070620,36149000,200,39.16999817
20070620,36150000,100,39.16999817
20070620,36151000,100,39.18000031
20070620,36163000,100,39.18000031
20070620,36163000,100,39.18000031
20070620,36163000,400,39.18000031
20070620,36171000,100,39.20000076
20070620,36182000,100,39.20000076
20070620,36182000,200,39.20000076
20070620,36194000,100,39.16999817
20070620,36198000,100,39.15999985
20070620,36198000,300,39.15999985
20070620,36198000,100,39.15999985
20070620,36206000,200,39.15000153
20070620,36206000,100,39.15000153
20070620,36231000,600,39.15000153
20070620,36237000,200,39.16999817
20070620,36244000,700,39.16999817
20070620,36244000,100,39.18000031
20070620,36244000,600,39.18999863
20070620,36245000,400,39.18999863
20070620,36245000,100,39.18999863
20070620,36283000,200,39.18000031
20070620,36283000,100,39.17499924
20070620,36284000,100,39.16999817
20070620,36288000,100,39.18000031
20070620,36289000,100,39.15999985
20070620,36289000,100,39.15999985
20070620,36305000,100,39.15999985
20070620,36305000,100,39.15999985
20070620,36307000,100,39.16999817
20070620,36312000,600,39.15999985
20070620,36326000,100,39.16999817
20070620,36346000,100,39.16400146
20070620,36357000,100,39.18000031
20070620,36358000,300,39.18000031
20070620,36358000,100,39.18000031
20070620,36358000,200,39.18999863
20070620,36363000,100,39.18000031
20070620,36390000,100,39.18999863
20070620,36414000,200,39.18999863
20070620,36424000,200,39.18999863
20070620,36424000,100,39.18999863
20070620,36424000,100,39.18000031
20070620,36427000,200,39.18000031
20070620,36427000,100,39.18999863
20070620,36441000,100,39.18999863
20070620,36441000,1300,39.20000076
20070620,36449000,100,39.20000076
20070620,36450000,100,39.20000076
20070620,36452000,100,39.20000076
20070620,36457000,100,39.20999908
20070620,36468000,200,39.20999908
20070620,36474000,300,39.20999908
20070620,36477000,600,39.20999908
20070620,36478000,200,39.20999908
20070620,36484000,100,39.20999908
20070620,36491000,100,39.22000122
20070620,36505000,100,39.20999908
20070620,36512000,100,39.22000122
20070620,36512000,100,39.22000122
20070620,36523000,600,39.22999954
20070620,36524000,200,39.24000168
20070620,36525000,100,39.25
20070620,36525000,300,39.25
20070620,36557000,100,39.27999878
20070620,36559000,200,39.27000046
20070620,36559000,400,39.27000046
20070620,36564000,100,39.25
20070620,36568000,100,39.27000046
20070620,36592000,100,39.27000046
20070620,36598000,100,39.27000046
20070620,36621000,100,39.27500153
20070620,36625000,100,39.27000046
20070620,36625000,100,39.25999832
20070620,36625000,100,39.25
20070620,36625000,100,39.25
20070620,36629000,100,39.25999832
20070620,36633000,100,39.25999832
20070620,36639000,400,39.25
20070620,36640000,100,39.25
20070620,36640000,1500,39.25
20070620,36658000,200,39.24000168
20070620,36658000,100,39.24000168
20070620,36659000,100,39.25999832
20070620,36675000,100,39.25999832
20070620,36675000,100,39.25999832
20070620,36682000,100,39.25
20070620,36688000,100,39.25
20070620,36695000,800,39.25
20070620,36733000,200,39.25
20070620,36733000,200,39.24000168
20070620,36737000,100,39.24000168
20070620,36755000,100,39.25
20070620,36761000,100,39.25
20070620,36762000,100,39.24000168
20070620,36764000,100,39.24000168
20070620,36770000,100,39.24000168
20070620,36771000,100,39.22999954
20070620,36771000,100,39.22999954
20070620,36771000,100,39.22999954
20070620,36771000,200,39.22999954
20070620,36799000,300,39.22999954
20070620,36800000,300,39.22999954
20070620,36805000,1100,39.22999954
20070620,36806000,300,39.22000122
20070620,36823000,300,39.23600006
20070620,36830000,300,39.22000122
20070620,36837000,100,39.24000168
20070620,36845000,100,39.24000168
20070620,36845000,200,39.22000122
20070620,36846000,100,39.24000168
20070620,36847000,100,39.22999954
20070620,36848000,100,39.24000168
20070620,36886000,100,39.24000168
20070620,36896000,1400,39.22999954
20070620,36897000,200,39.22999954
20070620,36897000,100,39.22999954
20070620,36897000,100,39.24000168
20070620,36898000,100,39.22000122
20070620,36898000,100,39.22000122
20070620,36898000,300,39.22999954
20070620,36905000,100,39.22000122
20070620,36906000,100,39.22999954
20070620,36906000,100,39.22999954
20070620,36906000,100,39.22999954
20070620,36906000,600,39.22999954
20070620,36906000,200,39.22000122
20070620,36906000,100,39.22999954
20070620,36907000,600,39.22999954
20070620,36908000,200,39.25
20070620,36915000,600,39.27999878
20070620,36917000,300,39.27999878
20070620,36920000,100,39.25999832
20070620,36920000,300,39.25999832
20070620,36920000,100,39.25999832
20070620,36920000,500,39.25999832
20070620,36921000,500,39.25
20070620,36921000,100,39.22999954
20070620,36922000,100,39.25
20070620,36922000,200,39.22999954
20070620,36922000,100,39.22999954
20070620,36923000,200,39.27000046
20070620,36923000,100,39.27000046
20070620,36923000,200,39.27000046
20070620,36928000,300,39.25999832
20070620,36928000,600,39.25
20070620,36928000,200,39.25
20070620,36928000,100,39.27000046
20070620,36928000,300,39.25999832
20070620,36928000,200,39.25999832
20070620,36928000,100,39.25999832
20070620,36932000,500,39.24000168
20070620,36937000,200,39.24000168
20070620,36937000,100,39.24000168
20070620,36941000,100,39.24000168
20070620,36957000,100,39.25999832
20070620,36958000,200,39.27000046
20070620,36958000,100,39.27000046
20070620,36959000,100,39.27000046
20070620,36962000,800,39.27000046
20070620,36965000,700,39.27999878
20070620,36970000,100,39.27000046
20070620,36975000,100,39.27000046
20070620,36975000,100,39.27000046
20070620,36975000,100,39.27000046
20070620,36977000,100,39.25999832
20070620,36977000,100,39.25999832
20070620,36977000,100,39.25999832
20070620,36978000,1000,39.27000046
20070620,37008000,100,39.25999832
20070620,37008000,100,39.25999832
20070620,37008000,100,39.25999832
20070620,37008000,100,39.25999832
20070620,37008000,100,39.25999832
20070620,37008000,100,39.25999832
20070620,37009000,100,39.25999832
20070620,37009000,100,39.25999832
20070620,37009000,100,39.25999832
20070620,37009000,100,39.25999832
20070620,37009000,300,39.25999832
20070620,37009000,100,39.25999832
20070620,37009000,100,39.25999832
20070620,37009000,100,39.25999832
20070620,37009000,100,39.25
20070620,37009000,100,39.25999832
20070620,37009000,100,39.25
20070620,37009000,100,39.25
20070620,37009000,100,39.25
20070620,37009000,400,39.25
20070620,37009000,100,39.25999832
20070620,37010000,100,39.25999832
20070620,37010000,100,39.25999832
20070620,37010000,100,39.25999832
20070620,37011000,100,39.25999832
20070620,37011000,100,39.25999832
20070620,37011000,100,39.25999832
20070620,37011000,100,39.25999832
20070620,37012000,100,39.25999832
20070620,37012000,100,39.25999832
20070620,37015000,100,39.25999832
20070620,37021000,100,39.25999832
20070620,37021000,100,39.25999832
20070620,37030000,500,39.25999832
20070620,37034000,100,39.25999832
20070620,37034000,100,39.25999832
20070620,37038000,100,39.25999832
20070620,37045000,200,39.25999832
20070620,37045000,100,39.25
20070620,37045000,300,39.25999832
20070620,37045000,100,39.25999832
20070620,37048000,900,39.25
20070620,37049000,500,39.25999832
20070620,37059000,800,39.25999832
20070620,37060000,200,39.27000046
20070620,37061000,200,39.27999878
20070620,37062000,800,39.27999878
20070620,37062000,400,39.27999878
20070620,37064000,100,39.29999924
20070620,37064000,100,39.29999924
20070620,37090000,400,39.27999878
20070620,37090000,200,39.27999878
20070620,37112000,100,39.27999878
20070620,37140000,100,39.29000092
20070620,37148000,200,39.29000092
20070620,37148000,100,39.29000092
20070620,37148000,100,39.29000092
20070620,37149000,100,39.29000092
20070620,37162000,100,39.27999878
20070620,37180000,200,39.27999878
20070620,37180000,100,39.27999878
20070620,37180000,200,39.27999878
20070620,37188000,100,39.27000046
20070620,37188000,200,39.27000046
20070620,37188000,100,39.27000046
20070620,37189000,200,39.27999878
20070620,37200000,200,39.27000046
20070620,37200000,100,39.27000046
20070620,37200000,400,39.27999878
20070620,37200000,100,39.27000046
20070620,37200000,500,39.27000046
20070620,37216000,100,39.25999832
20070620,37216000,200,39.25
20070620,37217000,100,39.27000046
20070620,37246000,100,39.25999832
20070620,37260000,200,39.27000046
20070620,37260000,100,39.25999832
20070620,37266000,100,39.25
20070620,37268000,100,39.25999832
20070620,37270000,100,39.25
20070620,37270000,100,39.25
20070620,37275000,100,39.25
20070620,37280000,100,39.25
20070620,37280000,100,39.25
20070620,37294000,100,39.25999832
20070620,37321000,50000,39.25999832
20070620,37322000,200,39.27000046
20070620,37331000,200,39.25999832
20070620,37333000,300,39.27000046
20070620,37337000,100,39.25999832
20070620,37339000,300,39.25999832
20070620,37342000,200,39.25999832
20070620,37345000,200,39.25999832
20070620,37345000,100,39.25999832
20070620,37345000,300,39.25999832
20070620,37347000,500,39.27000046
20070620,37350000,100,39.25999832
20070620,37358000,100,39.27000046
20070620,37360000,100,39.27000046
20070620,37360000,400,39.27000046
20070620,37362000,100,39.27000046
20070620,37363000,200,39.25999832
20070620,37376000,200,39.25
20070620,37376000,300,39.25999832
20070620,37379000,100,39.25999832
20070620,37380000,100,39.25999832
20070620,37380000,500,39.27999878
20070620,37380000,200,39.29000092
20070620,37380000,100,39.29000092
20070620,37380000,200,39.27000046
20070620,37380000,200,39.27000046
20070620,37381000,100,39.27000046
20070620,37381000,100,39.27999878
20070620,37381000,100,39.29000092
20070620,37381000,100,39.29000092
20070620,37381000,100,39.29000092
20070620,37381000,100,39.29000092
20070620,37381000,100,39.25999832
20070620,37381000,100,39.25999832
20070620,37381000,100,39.27000046
20070620,37381000,100,39.27000046
20070620,37381000,100,39.27000046
20070620,37382000,100,39.27000046
20070620,37387000,100,39.27000046
20070620,37388000,100,39.25
20070620,37397000,100,39.27000046
20070620,37438000,100,39.25999832
20070620,37442000,100,39.25
20070620,37442000,300,39.24000168
20070620,37442000,3600,39.22999954
20070620,37442000,100,39.25
20070620,37442000,100,39.25
20070620,37442000,500,39.22000122
20070620,37443000,100,39.24000168
20070620,37443000,100,39.25999832
20070620,37453000,100,39.25999832
20070620,37464000,100,39.25999832
20070620,37464000,100,39.25999832
20070620,37468000,100,39.25999832
20070620,37470000,1500,39.25
20070620,37471000,100,39.25
20070620,37473000,100,39.24000168
20070620,37476000,100,39.24000168
20070620,37480000,100,39.24000168
20070620,37485000,100,39.24000168
20070620,37485000,100,39.24000168
20070620,37485000,100,39.24000168
20070620,37491000,100,39.22999954
20070620,37492000,100,39.24000168
20070620,37493000,100,39.22999954
20070620,37493000,100,39.22999954
20070620,37493000,200,39.22999954
20070620,37493000,100,39.22999954
20070620,37495000,100,39.22000122
20070620,37499000,100,39.22000122
20070620,37502000,100,39.22000122
20070620,37505000,100,39.20999908
20070620,37505000,100,39.20999908
20070620,37510000,100,39.20999908
20070620,37510000,100,39.20999908
20070620,37510000,100,39.22000122
20070620,37515000,200,39.20999908
20070620,37518000,100,39.20999908
20070620,37520000,100,39.20999908
20070620,37520000,100,39.20999908
20070620,37526000,100,39.20999908
20070620,37531000,300,39.20000076
20070620,37531000,100,39.20000076
20070620,37532000,300,39.20000076
20070620,37532000,900,39.20000076
20070620,37533000,1000,39.20000076
20070620,37534000,100,39.20999908
20070620,37536000,500,39.20000076
20070620,37536000,300,39.20000076
20070620,37546000,100,39.20999908
20070620,37546000,100,39.20999908
20070620,37552000,200,39.20000076
20070620,37552000,100,39.20000076
20070620,37566000,100,39.20000076
20070620,37568000,300,39.20999908
